Window Size,SampleRTT,EstimatedRTT,DevRTT,Time (t)
28,0.001714000012726,0.001687889220193,0.000207811390283,0.92240297794342
28,0.001653000013903,0.001683528069407,0.000163490549312,0.923922002315521
29,0.025333000347018,0.004639712162316,0.005295939743519,0.949473977088928
29,0.001105000032112,0.004197873175144,0.00474517326802,0.950497984886169
29,0.001019999966957,0.003800638951361,0.004254039842635,0.951442003250122
29,0.000980000011623,0.003448059083894,0.003807544475421,0.95235401391983
29,0.000957000011113,0.003136676736176,0.003400577465072,0.953243970870972
29,0.000956000003498,0.002864092122763,0.003027456114069,0.954141974449158
29,0.001035999972373,0.002635580487549,0.002670487156138,0.95507800579071
29,0.001044000033289,0.002436632988974,0.00235102372244,0.956040024757385
29,0.000983000034466,0.002254928927869,0.002081250073388,0.956950008869171
29,0.000905999972019,0.002086312742904,0.001856015645899,0.957799971103668
29,0.001388999982737,0.001999148633331,0.001544548897073,0.959078013896942
29,0.000916999997571,0.001863880082965,0.001395131694153,0.959918022155762
29,0.00094800000079,0.001749395043589,0.001246697502211,0.960762977600098
29,0.000950000016019,0.001649470650591,0.001109890872613,0.961642980575562
29,0.000965000013821,0.001563911908306,0.000982146128081,0.962538003921509
29,0.000952999980655,0.00148754788097,0.000870246556588,0.963427007198334
29,0.000966000021435,0.001422354369424,0.000766773475334,0.964300990104675
29,0.000913999974728,0.001358810113743,0.000686282641254,0.965140998363495
29,0.000915999989957,0.001303458819166,0.000611576717347,0.965996026992798
29,0.000925000000279,0.001256151474081,0.000541470362805,0.966835975646973
29,0.000858000013977,0.001206382527016,0.000493198400363,0.967629015445709
29,0.000852000026498,0.001162084750831,0.000447419995908,0.968418002128601
29,0.001041000010446,0.001146949129179,0.000362052291166,0.969390988349915
29,0.000831999990623,0.001107580494136,0.000340434344253,0.970158994197845
29,0.000834000005852,0.001073382911272,0.00031517149182,0.970910012722015
29,0.000845999980811,0.001044960110448,0.000286118622171,0.971674978733063
29,0.000834000005852,0.001018590060994,0.000260736473138,0.972431004047394
29,0.0010150000453,0.001018141279928,0.000196337685338,0.973366975784302
29,0.00084400002379,0.000996373593807,0.000185346681974,0.974146008491516
30,0.019682999700308,0.00333220185712,0.004226709716022,0.993507981300354
30,0.001088000019081,0.003051676787436,0.003660951275378,0.994511008262634
30,0.000921000028029,0.002785342046991,0.00321179907769,0.995356023311615
30,0.000937999982852,0.002554424339905,0.002812955295667,0.996218979358673
30,0.001172999967821,0.002381746191531,0.002411903114989,0.997327029705048
30,0.001011000014842,0.002210403094068,0.002108778106049,0.998260974884033
30,0.001104000024498,0.00207210262306,0.001823609229177,0.999297022819519
30,0.001007999991998,0.001939089852385,0.001600479357876,1.00021994113922
30,0.001158999977633,0.001841578632593,0.001371004153043,1.00133299827576
30,0.001455000019632,0.001793256262317,0.001112817204557,1.0024950504303
30,0.001246999949217,0.001724974252284,0.000954106450081,1.00360798835754
30,0.001001999946311,0.001634602434933,0.000873730459716,1.00452995300293
30,0.000999000039883,0.001555152121,0.000794335850514,1.00545704364777
30,0.00096700002905,0.001481633167714,0.000724410172552,1.00634598731995
30,0.001001999946311,0.001421678927727,0.000648227403872,1.00727701187134
30,0.000999000039883,0.001368844066747,0.000578631588724,1.00820696353912
30,0.001031999941915,0.001326738623902,0.000507658347487,1.00916802883148
30,0.001237999997102,0.001315646222793,0.000400155317038,1.01033294200897
30,0.001038999995217,0.001281065517105,0.000360632868251,1.01129102706909
30,0.000877999991644,0.001230682246387,0.00035864522215,1.01209795475006
30,0.000875000027008,0.001186222070828,0.000346789427567,1.01283705234528
30,0.000926000007894,0.001153694232926,0.000317015626933,1.01370298862457
30,0.000827000010759,0.001112857484259,0.000309226103127,1.01446998119354
30,0.001205999986269,0.00112450029701,0.00025229449966,1.01561498641968
30,0.000852000026498,0.00109043775592,0.000248830299824,1.01639902591705
30,0.000952999980655,0.001073257997632,0.000216687243665,1.01728796958923
30,0.001043000025675,0.001069475780241,0.000169134378666,1.01827001571655
30,0.000950000016019,0.001054541324265,0.000152986103785,1.01914203166962
30,0.000913000025321,0.001036848640069,0.000145701749716,1.01998698711395
30,0.00107100000605,0.001041117589921,0.000116746916319,1.02099394798279
31,0.020042000338435,0.003416227875277,0.00424400344491,1.04385304450989
31,0.000988999963738,0.003112824400887,0.003713958431035,1.04477000236511
31,0.001035999972373,0.002853221260011,0.003239774145186,1.04573500156403
31,0.003066000062972,0.002879818668589,0.002476376015693,1.04876697063446
31,0.001796000055037,0.002744341269135,0.00209436728619,1.05043995380402
31,0.00179000000935,0.002625048626214,0.001779537647963,1.05210697650909
31,0.001846999977715,0.002527792472392,0.001504851388745,1.05383503437042
31,0.001854000031017,0.002443568548188,0.001276030670851,1.0555659532547
31,0.001856000046246,0.002370122354478,0.001085553667508,1.05729901790619
31,0.00181100005284,0.002300232183188,0.000936473254114,1.05899500846863
31,0.001768999965861,0.002233828185126,0.000818561995402,1.06064295768738
31,0.002123000100255,0.002219974528998,0.000638165103737,1.06273400783539
31,0.003414999926463,0.0023693528492,0.000740035669878,1.06447398662567
31,0.001949000055902,0.002316808793694,0.000646978907753,1.06624698638916
31,0.001398999942467,0.002202082658187,0.000686004816089,1.06748604774475
31,0.001861999975517,0.002159572206438,0.000588896684349,1.06926000118256
31,0.001132000004873,0.002031125826761,0.000666453968734,1.0703090429306
31,0.000921000028029,0.001892360043712,0.000742680451367,1.07115197181702
31,0.001000000047497,0.001780815073289,0.000752214109525,1.07205605506897
31,0.001029000035487,0.001686838106252,0.000728620099835,1.07301104068756
31,0.001303000026383,0.001638858346269,0.000630429654848,1.07424104213715
31,0.000989999971353,0.00155775109306,0.000614760036115,1.07515394687653
31,0.001337000052445,0.001530157169327,0.000509359349962,1.07644605636597
31,0.002474999986589,0.001648262492381,0.000588703842368,1.07869899272919
31,0.001461999956518,0.001624979777262,0.00048227282241,1.07998204231262
31,0.001081999973394,0.00155710731633,0.000480481423438,1.08098101615906
31,0.00100399996154,0.001487968838774,0.000481353286887,1.08191394805908
31,0.001065999967977,0.001435222802684,0.000453320652014,1.08289694786072
31,0.000869999988936,0.001364569878206,0.000463632954052,1.08370196819305
31,0.000934000010602,0.001310748630203,0.000441911892267,1.0845719575882
31,0.000867999973707,0.001255405135453,0.000428285187809,1.08537304401398
32,0.021677000448108,0.003808104433119,0.004788437858224,1.10634195804596
32,0.0009710000013,0.003453466342762,0.004211944993585,1.10722804069519
32,0.000983000034466,0.00314465817064,0.003699373221025,1.10813701152802
32,0.001210000016727,0.002902825828642,0.003197736339644,1.10927700996399
32,0.000967999978457,0.002660972531885,0.002821545349434,1.11016798019409
32,0.001036999979988,0.002457976108417,0.002471402985975,1.11113405227661
32,0.001827999949455,0.002379229059443,0.001991359516978,1.11296105384827
32,0.001240000012331,0.002236825414002,0.001742726075463,1.11402094364166
32,0.001059000031091,0.002089597284794,0.001564693870023,1.11500704288483
32,0.000957000011113,0.001948022516444,0.001421276014298,1.11589002609253
32,0.001020999974571,0.001832144800574,0.00126874318812,1.11677896976471
32,0.000961999990977,0.001723376684822,0.001141901593655,1.11768305301666
32,0.000986999948509,0.001631329534575,0.001017508562654,1.11859798431396
32,0.001059000031091,0.001559788361192,0.00088832853362,1.11953902244568
32,0.000951000023633,0.001483689877205,0.000799418834504,1.12041997909546
32,0.001020999974571,0.001425853581168,0.000700777512975,1.12136995792389
32,0.00097499997355,0.001369496923871,0.000624207372312,1.12227404117584
32,0.001168000046164,0.001344309770502,0.000512233003974,1.12340295314789
17,0.017441999167204,0.003356521017849,0.00390554452315,1.1452260017395
17,0.001130999997258,0.003078331006691,0.003415991086513,1.14627802371979
17,0.001044000033289,0.002824039664119,0.003007003106177,1.1472430229187
17,0.001047999947332,0.002602034714073,0.002643760992214,1.14821803569794
17,0.000913999974728,0.002391030313447,0.002352078445256,1.14905905723572
17,0.000996000017039,0.002216651570052,0.002069221576676,1.14999294281006
17,0.000908999994863,0.002053195144981,0.001837964984588,1.15082895755768
17,0.000958000018727,0.001916295732372,0.001618047710508,1.15172803401947
17,0.000903000007384,0.001789633766748,0.001435194164515,1.15256202220917
17,0.000929999980144,0.001682179514319,0.001264440477826,1.15341603755951
17,0.000887000001967,0.001582782017067,0.001122275949456,1.15423703193665
17,0.000897000019904,0.001497059362009,0.000991721753962,1.1550669670105
17,0.001350000035018,0.001478676917031,0.000775960565079,1.15633702278137
17,0.0010150000453,0.001420717337169,0.000683399732225,1.15727603435516
17,0.000903000007384,0.001356002641842,0.000625800457783,1.15810704231262
17,0.000921999977436,0.001301752286963,0.000564288406167,1.15895903110504
17,0.000913000025321,0.001253158203326,0.000508255849127,1.15980005264282
18,0.004935999866575,0.001713513513096,0.001186813577078,1.16524195671082
18,0.001002999953926,0.001624699332751,0.001045534969307,1.16615700721741
18,0.001241000019945,0.001576736918651,0.000868085480761,1.16731798648834
18,0.0010229999898,0.001507519744337,0.000772194005549,1.16826295852661
18,0.00098600005731,0.001442329841666,0.000693227979355,1.16917204856873
18,0.000962999998592,0.001382413553074,0.000624774373136,1.17005896568298
18,0.001060000038706,0.001342111849226,0.000539108761586,1.17104601860046
18,0.001052999985404,0.001305972924456,0.000467574776849,1.17202401161194
18,0.001004999969155,0.001268351334147,0.000416518916609,1.17295205593109
18,0.001031999941915,0.001238807337359,0.00036409101449,1.17393505573273
18,0.001044000033289,0.001214456395246,0.00031568238046,1.17486596107483
18,0.001073000021279,0.00119677442126,0.00026770538534,1.17586398124695
18,0.000992999994196,0.001171302632429,0.000245354691288,1.17677998542786
18,0.001001000055112,0.001150014810264,0.00022126971453,1.17770504951477
18,0.001013000030071,0.001132887904532,0.000195924265427,1.17865300178528
18,0.001066999975592,0.001124651986174,0.00016135617625,1.17963302135468
18,0.001025000005029,0.001112195430323,0.000142815988511,1.18057799339294
18,0.00105199997779,0.001104671042413,0.000120279750263,1.1815459728241
19,0.002001000102609,0.001216712174937,0.000286281778244,1.18433499336243
19,0.000987999956124,0.001188123133034,0.000264742120635,1.18525397777557
