Window Size,SampleRTT,EstimatedRTT,DevRTT,Time (t)
26,0.001001999946311,0.00142507487908,0.000513397331815,0.783231973648071
26,0.000914999982342,0.001361315604299,0.000496626889799,0.784075975418091
26,0.000913999974728,0.001305401092395,0.000470320432214,0.784919023513794
26,0.000898000027519,0.001254476024769,0.000441859330749,0.785746991634369
26,0.000910000002477,0.001211416441947,0.000406748615205,0.786584973335266
27,0.022192999720574,0.003834114409983,0.004894782789052,0.812699019908905
27,0.008015000261366,0.004356725141406,0.004585655871779,0.820592999458313
27,0.001210000016727,0.003963384311646,0.004127588123083,0.821654975414276
27,0.00109000003431,0.003604211378843,0.003724243957549,0.822659015655518
27,0.002094000112265,0.003415435086936,0.003123541595414,0.824693024158478
27,0.001985999988392,0.003236755728722,0.002655345248058,0.826511025428772
27,0.00186700001359,0.00306553626433,0.002291142940521,0.828234016895294
27,0.001760000013746,0.00290234410204,0.002003943314776,0.829888999462128
27,0.00181899999734,0.002766926074401,0.001739938976243,0.831620991230011
27,0.001912000006996,0.002660060301423,0.001491969334893,0.833346009254456
27,0.001811999944039,0.002554052742198,0.001304490142502,0.835041999816895
27,0.002163999946788,0.002505296142772,0.001063691684976,0.837092995643616
27,0.001930000027642,0.002433384303004,0.000923614832573,0.838908016681671
27,0.001869000028819,0.002362836152315,0.0008161701262,0.84059202671051
27,0.001485000015236,0.002253106562421,0.00080415426055,0.841913998126984
27,0.000989999971353,0.002095218282193,0.00087942025857,0.842842996120453
27,0.000921999977436,0.001948566059582,0.000916206743568,0.843686997890472
27,0.00084400002379,0.001810495276004,0.000928778841626,0.844470977783203
27,0.000838999985717,0.00168905837927,0.000909098715056,0.845229983329773
27,0.000949000008404,0.001596551039256,0.000843711837661,0.84612900018692
27,0.001072000013664,0.001530982204713,0.000747529382352,0.847037971019745
27,0.000854999991134,0.001446484355256,0.000708518142346,0.847832977771759
27,0.000845999980811,0.001371423830278,0.000662744569127,0.848619997501373
27,0.00084400002379,0.001305495854467,0.00061243242817,0.849384009838104
27,0.000891999981832,0.00125380884856,0.00054977653781,0.850194990634918
27,0.000923999992665,0.001212582807057,0.000484478077851,0.851041972637177
27,0.000836000021081,0.00116550992243,0.000445736048277,0.85181599855423
28,0.03065799921751,0.004852071404457,0.006785784382373,0.882497012615204
28,0.001759000006132,0.004465437494218,0.005765947513282,0.884149014949799
28,0.002031000098214,0.004161132499576,0.004856993909925,0.886035025119782
28,0.002009999938309,0.003892241045833,0.00411330582574,0.887925028800964
28,0.001857999945059,0.003637960879132,0.003529969369993,0.889689028263092
28,0.001875999965705,0.003417715895921,0.003032905980945,0.89139598608017
28,0.001775000011548,0.003212376264855,0.002634023549035,0.893028020858765
28,0.001798999961466,0.003035704372451,0.002284693764523,0.894695997238159
28,0.002054000040516,0.002912991214544,0.001928268116899,0.896623015403748
28,0.001840000040829,0.002778867259622,0.001680917921476,0.898352980613709
28,0.001888999948278,0.0026676338166,0.001455346937291,0.900102972984314
28,0.002174000022933,0.002605929737911,0.001199492602609,0.902068972587585
28,0.001939999987371,0.002522688591853,0.00104529154487,0.903886020183563
28,0.00186700001359,0.002440727315843,0.000927400542423,0.905602991580963
28,0.001691999961622,0.002347136382014,0.000859334541019,0.907096982002258
28,0.000923999992665,0.002169244457036,0.000955811992753,0.907957017421722
28,0.000912000017706,0.002012088894844,0.000991881242953,0.908788979053497
28,0.000915999989957,0.001875077723525,0.000983680365607,0.909608006477356
28,0.000979000004008,0.001763068023138,0.000933777308092,0.91050797700882
28,0.000897000019904,0.001654809573665,0.000889785354957,0.911338984966278
28,0.001066999975592,0.001581333344802,0.00079592235852,0.912383019924164
28,0.001927000004798,0.001624541706406,0.000672556343488,0.914188027381897
28,0.001872999942862,0.001655598985963,0.000558767525945,0.915929019451141
28,0.001786999986507,0.001672024140134,0.000447819620604,0.917591989040375
28,0.001759000006132,0.001682896050625,0.000354890682502,0.91923201084137
28,0.001692999969237,0.001684159040451,0.000268378236797,0.920808017253876
